id,nombre,plataforma,marca,puntuacion usuarios,numero usuarios,popularidad
1212,Sid Meier's Civilization VI,XboxOne,MICROSOFT,7.0,29,desconocido
1384,Warhammer Online: Age of Reckoning,PC,PC,7.9,382,popular
1306,Crashmo,3DS,NINTENDO,8.2,55,desconocido
1417,Luigi's Mansion: Dark Moon,3DS,NINTENDO,8.5,602,popular
1296,Guacamelee! Super Turbo Championship Edition,Switch,NINTENDO,8.1,40,desconocido
1291,Radiant Silvergun,Xbox360,MICROSOFT,8.3,28,desconocido
990,MechWarrior 4: Vengeance,PC,PC,7.6,47,desconocido
954,Red Dead Redemption: Undead Nightmare Pack,PlayStation3,SONY,8.3,318,popular
952,Dark Souls III,XboxOne,MICROSOFT,8.6,688,popular
927,Frostpunk: Console Edition,PlayStation4,SONY,8.0,82,desconocido
1036,Battlefield 3: Armored Kill,PC,PC,7.1,116,poco conocido
983,Pokemon Sun,3DS,NINTENDO,7.7,1082,popular
928,GRID,PlayStation3,SONY,8.0,123,poco conocido
1090,Shogun: Total War Warlord Edition,PC,PC,8.8,51,desconocido
1148,World of Warcraft: Warlords of Draenor,PC,PC,5.8,1335,popular
1042,Icewind Dale,PC,PC,8.3,249,conocido
1133,XCOM 2,XboxOne,MICROSOFT,7.6,103,poco conocido
965,Cuphead,Switch,NINTENDO,8.3,351,popular
934,Football Manager 2010,PC,PC,8.8,286,conocido
1122,Pinball FX 2: Star Wars Pinball,Xbox360,MICROSOFT,6.4,45,desconocido
1026,New Super Mario Bros. Wii,Wii,NINTENDO,8.3,767,popular
1145,Puzzle Quest: Challenge of the Warlords,Xbox360,MICROSOFT,8.3,39,desconocido
1032,Tomb Raider,PlayStation3,SONY,8.3,1434,popular
962,Tony Hawk's Pro Skater 3,PlayStation,SONY,8.0,56,desconocido
1084,Titanfall 2,XboxOne,MICROSOFT,8.3,512,popular
1164,ESPN NBA Basketball,Xbox,MICROSOFT,7.6,27,desconocido
945,Rallisport Challenge 2,Xbox,MICROSOFT,8.3,45,desconocido
985,Dragon Ball FighterZ,Switch,NINTENDO,7.7,150,poco conocido
1132,Sonic Mania Plus,PlayStation4,SONY,7.6,159,poco conocido
1112,Psychonauts,PC,PC,8.8,635,popular
1130,Persona 4 Golden,PC,PC,8.8,654,popular
1004,The Swapper,PC,PC,8.6,530,popular
1049,TowerFall Ascension,PlayStation4,SONY,7.0,448,popular
1039,Rallisport Challenge,Xbox,MICROSOFT,7.6,19,desconocido
1151,PixelJunk Shooter,PlayStation3,SONY,8.1,57,desconocido
1076,DOOM Eternal,PlayStation4,SONY,8.3,1998,popular
1082,Pro Evolution Soccer 2017,XboxOne,MICROSOFT,5.9,99,desconocido
1135,Pikmin 3,WiiU,NINTENDO,8.7,773,popular
1066,BlazBlue: Continuum Shift,PlayStation3,SONY,8.1,69,desconocido
1023,Marvel's Spider-Man,PlayStation4,SONY,8.7,6051,popular
1140,Zeus: Master of Olympus,PC,PC,8.7,83,desconocido
924,Guacamelee! Super Turbo Championship Edition,PlayStation4,SONY,7.7,389,popular
1100,Odin Sphere Leifthrasir,PlayStation4,SONY,8.2,269,conocido
1142,Fight Night Round 2,GameCube,NINTENDO,8.2,10,desconocido
1166,Guilty Gear X2,PlayStation2,SONY,8.7,45,desconocido
1043,Forza Motorsport 6,XboxOne,MICROSOFT,7.7,886,popular
1096,Pokemon Black Version,DS,NINTENDO,7.6,627,popular
1093,MVP Baseball 2005,PlayStation2,SONY,8.7,51,desconocido
1041,Bangai-O,Dreamcast,SEGA,8.1,21,desconocido
1125,Resistance 2,PlayStation3,SONY,6.2,1984,popular
992,Tactics Ogre: Let Us Cling Together,PSP,SONY,8.7,139,poco conocido
955,Pokemon White Version,DS,NINTENDO,7.7,581,popular
1063,FIFA 14,PlayStation4,SONY,6.2,709,popular
972,FIFA Soccer 09,PlayStation3,SONY,7.5,113,poco conocido
1005,Baba Is You,PC,PC,8.1,82,desconocido
1119,Super Monkey Ball,GameCube,NINTENDO,8.1,68,desconocido
1024,Okami HD,PlayStation4,SONY,8.2,190,poco conocido
984,Sins of a Solar Empire,PC,PC,8.2,288,conocido
986,The Walking Dead: Season Two Episode 5 - No Going Back,PlayStation3,SONY,8.1,92,desconocido
931,Super Meat Boy,PC,PC,8.2,897,popular
1081,Little King's Story,Wii,NINTENDO,8.7,97,desconocido
923,Burnout Paradise,PlayStation3,SONY,7.7,506,popular
1025,Pokemon Moon,3DS,NINTENDO,7.7,849,popular
1012,Assassin's Creed Odyssey,XboxOne,MICROSOFT,6.1,707,popular
946,Oddworld: Abe's Oddysee - New 'n' Tasty,PC,PC,7.7,171,poco conocido
1109,Destiny 2,XboxOne,MICROSOFT,4.4,608,popular
1128,Europa Universalis IV,PC,PC,8.7,1257,popular
1107,3D Out Run,3DS,NINTENDO,8.1,36,desconocido
968,Jeanne d'Arc,PSP,SONY,8.2,92,desconocido
980,Crypt of the NecroDancer,PC,PC,7.7,203,conocido
935,Final Fantasy XIV: Stormblood,PC,PC,8.2,333,popular
1086,Zero Escape: The Nonary Games,PlayStation4,SONY,8.2,101,poco conocido
1101,Wipeout HD,PlayStation3,SONY,8.2,171,poco conocido
947,Dead Cells,PlayStation4,SONY,7.7,209,conocido
1020,NCAA Football 06,Xbox,MICROSOFT,7.7,30,desconocido
970,Battlefield: Bad Company 2,PC,PC,8.2,1733,popular
1099,Call of Duty: United Offensive,PC,PC,8.2,297,conocido
1072,DiRT 2,PlayStation3,SONY,8.2,105,poco conocido
1146,Forza Horizon 3: Hot Wheels,XboxOne,MICROSOFT,7.7,103,poco conocido
1115,Rayman Origins,Xbox360,MICROSOFT,8.2,241,conocido
930,Devil May Cry 5,XboxOne,MICROSOFT,7.6,987,popular
1087,NASCAR 2005: Chase for the Cup,PlayStation2,SONY,8.3,19,desconocido
1016,Jak II,PlayStation2,SONY,8.3,348,popular
1106,Company of Heroes: Opposing Fronts,PC,PC,8.6,250,conocido
1156,Tom Clancy's Splinter Cell Pandora Tomorrow,PlayStation2,SONY,8.3,47,desconocido
937,XCOM 2,PlayStation4,SONY,7.3,417,popular
1077,NCAA Football 07,PlayStation2,SONY,8.7,24,desconocido
951,Final Fantasy VII Remake,PlayStation4,SONY,8.1,6405,popular
977,Night in the Woods,PlayStation4,SONY,7.1,183,poco conocido
1065,Hotline Miami,PlayStation3,SONY,8.3,285,conocido
1040,NHL 2002,PC,PC,7.6,45,desconocido
1067,Fight Night Round 4,Xbox360,MICROSOFT,8.1,89,desconocido
1048,Fire Emblem Fates: Conquest,3DS,NINTENDO,8.1,538,popular
1138,NHL 2004,PC,PC,7.5,54,desconocido
1015,Dead or Alive 3,Xbox,MICROSOFT,8.6,57,desconocido
1053,Metal Gear Solid: Portable Ops,PSP,SONY,8.1,190,poco conocido
1113,DiRT 2,Xbox360,MICROSOFT,8.1,120,poco conocido
939,Injustice 2,PlayStation4,SONY,8.1,750,popular
1150,Okami HD,XboxOne,MICROSOFT,8.3,69,desconocido
1000,DiRT 3,Xbox360,MICROSOFT,7.0,174,poco conocido
1114,Gears of War,PC,PC,7.7,662,popular
961,Europa Universalis II,PC,PC,8.7,91,desconocido
1120,Velocity,PSP,SONY,7.6,31,desconocido
1028,Beyond Good & Evil,GameCube,NINTENDO,8.5,65,desconocido
1011,Hitman 2: Silent Assassin,PC,PC,8.2,452,popular
929,Stardew Valley,Switch,NINTENDO,8.7,485,popular
1022,Max Payne 3,PC,PC,7.7,2672,popular
1162,Bayonetta,PlayStation3,SONY,7.7,440,popular
1159,Iconoclasts,Switch,NINTENDO,8.2,60,desconocido
953,Monkey Island 2 Special Edition: LeChuck's Revenge,PlayStation3,SONY,8.1,57,desconocido
933,Halo 4,Xbox360,MICROSOFT,7.1,3558,popular
1104,Divinity: Original Sin,PC,PC,8.7,2218,popular
957,Pokemon X,3DS,NINTENDO,7.5,1349,popular
1157,Iconoclasts,PC,PC,8.1,100,poco conocido
925,DOOM 3,PC,PC,7.7,1183,popular
1068,Kentucky Route Zero: TV Edition,XboxOne,MICROSOFT,6.0,20,desconocido
1052,Rocket League,XboxOne,MICROSOFT,8.1,299,conocido
1074,Disgaea: Afternoon of Darkness,PSP,SONY,8.7,75,desconocido
1147,Hex: Shards of Fate,PC,PC,6.3,110,poco conocido
1123,Spelunky,Xbox360,MICROSOFT,7.3,135,poco conocido
1013,Year Walk,PC,PC,7.0,148,poco conocido
1062,Kohan: Immortal Sovereigns,PC,PC,7.7,29,desconocido
971,Guacamelee!,PlayStationVita,SONY,8.3,236,conocido
1088,Metal Gear Solid 2: Substance,Xbox,MICROSOFT,8.3,44,desconocido
1131,Velocity 2X,Switch,NINTENDO,8.0,27,desconocido
921,Plants vs. Zombies,PC,PC,8.9,1130,popular
1069,SteamWorld Heist,WiiU,NINTENDO,7.9,23,desconocido
926,Subnautica,PC,PC,8.5,838,popular
995,Monkey Island 2 Special Edition: LeChuck's Revenge,PC,PC,8.8,234,conocido
1080,Diablo III: Reaper of Souls,PC,PC,6.6,1644,popular
950,Midnight Club 3: DUB Edition Remix,Xbox,MICROSOFT,5.5,21,desconocido
967,FIFA Soccer 09,Xbox360,MICROSOFT,7.9,110,poco conocido
1057,The Walking Dead: Episode 3 - Long Road Ahead,PlayStation3,SONY,7.9,153,poco conocido
1044,Donkey Kong Country Returns,Wii,NINTENDO,8.6,469,popular
1143,Dark Souls II: Crown of the Ivory King,PlayStation3,SONY,8.4,70,desconocido
1108,Katamari Damacy REROLL,Switch,NINTENDO,8.4,79,desconocido
1061,NFL 2K2,Xbox,MICROSOFT,9.0,4,desconocido
1064,Animal Crossing,GameCube,NINTENDO,8.8,187,poco conocido
1045,Bully,PlayStation2,SONY,8.9,516,popular
1097,Wolfenstein II: The New Colossus,PlayStation4,SONY,7.3,1292,popular
1079,Beyond Good & Evil,Xbox,MICROSOFT,8.4,31,desconocido
1037,World Series Baseball 2K3,PlayStation2,SONY,8.6,17,desconocido
1083,Pro Evolution Soccer 2016,PlayStation4,SONY,7.2,711,popular
1158,Kingdom Hearts II,PlayStation2,SONY,9.0,1281,popular
1073,Raw Data,PC,PC,6.6,10,desconocido
989,Super Monkey Ball 2,GameCube,NINTENDO,8.4,70,desconocido
1153,Dark Cloud 2,PlayStation2,SONY,8.6,209,conocido
1091,Serious Sam: The First Encounter,PC,PC,8.4,348,popular
1092,Grand Prix 3,PC,PC,7.2,27,desconocido
958,RimWorld,PC,PC,8.9,389,popular
1155,West of Loathing,PC,PC,7.6,78,desconocido
981,La-Mulana,Wii,NINTENDO,7.5,22,desconocido
1102,Huntdown,XboxOne,MICROSOFT,5.4,25,desconocido
1033,Hollow Knight,PC,PC,9.1,1122,popular
1127,flower,PlayStation3,SONY,8.5,315,popular
1058,MLB 13: The Show,PlayStation3,SONY,7.9,118,poco conocido
982,Max Payne 3,PlayStation3,SONY,7.9,917,popular
1167,Sonic Advance,GameBoyAdvance,NINTENDO,7.8,90,desconocido
997,Devil May Cry 3: Special Edition,PlayStation2,SONY,9.1,514,popular
1152,"Warhammer 40,000: Dawn of War - Dark Crusade",PC,PC,8.8,355,popular
941,The Witness,PlayStation4,SONY,7.2,671,popular
978,DiRT 3,PlayStation3,SONY,7.2,130,poco conocido
1103,Legends of Runeterra,PC,PC,6.8,117,poco conocido
922,Rocksmith 2014 Edition,Xbox360,MICROSOFT,7.5,46,desconocido
1017,Mario Kart 8 DLC Pack 1,WiiU,NINTENDO,8.9,395,popular
1163,Ratchet & Clank Future: A Crack in Time,PlayStation3,SONY,8.9,557,popular
1095,MLB 12: The Show,PlayStation3,SONY,7.9,72,desconocido
1144,Velocity Ultra,PlayStationVita,SONY,7.9,74,desconocido
974,Steins;Gate,PC,PC,8.9,294,conocido
987,Ikaruga,Xbox360,MICROSOFT,7.9,57,desconocido
1116,Sin & Punishment: Star Successor,Wii,NINTENDO,8.5,100,poco conocido
1085,Bionic Commando Rearmed,PlayStation3,SONY,7.9,39,desconocido
1003,The Elder Scrolls III: Morrowind,Xbox,MICROSOFT,8.5,133,poco conocido
1160,Fallout 4,PlayStation4,SONY,6.7,5440,popular
944,BlazBlue: Calamity Trigger,PlayStation3,SONY,8.5,119,poco conocido
1154,GRID,Xbox360,MICROSOFT,7.8,138,poco conocido
1054,3D Sonic the Hedgehog 2,3DS,NINTENDO,8.4,92,desconocido
960,Baldur's Gate: Dark Alliance,PlayStation2,SONY,8.4,114,poco conocido
1129,Diablo III,Xbox360,MICROSOFT,6.7,407,popular
942,Monster Hunter: World - Iceborne,PC,PC,7.8,172,poco conocido
1165,MotoGP 2,Xbox,MICROSOFT,7.3,11,desconocido
1019,Kentucky Route Zero: TV Edition,Switch,NINTENDO,7.5,57,desconocido
1050,Tearaway,PlayStationVita,SONY,8.9,452,popular
1055,Zack & Wiki: Quest for Barbaros' Treasure,Wii,NINTENDO,8.6,130,poco conocido
1094,Rayman Origins,PlayStation3,SONY,8.4,283,conocido
1124,Dark Souls II: Scholar of the First Sin,PlayStation4,SONY,7.9,1053,popular
1149,LittleBigPlanet,PSP,SONY,7.8,128,poco conocido
1137,Total War: WARHAMMER II,PC,PC,7.9,439,popular
1071,Dead Space 2,PC,PC,8.4,1270,popular
976,GRID (2008),PC,PC,7.9,544,popular
1034,Mario Kart: Double Dash!!,GameCube,NINTENDO,8.6,412,popular
991,Thief II: The Metal Age,PC,PC,8.9,258,conocido
973,Astral Chain,Switch,NINTENDO,8.9,3243,popular
1134,NBA 2K16,PlayStation4,SONY,6.7,436,popular
1027,Elite Beat Agents,DS,NINTENDO,8.5,124,poco conocido
936,Bloodborne: The Old Hunters,PlayStation4,SONY,9.1,1781,popular
1018,Final Fantasy Tactics Advance,GameBoyAdvance,NINTENDO,9.1,338,popular
956,Dragon Quest IX: Sentinels of the Starry Skies,DS,NINTENDO,8.6,257,conocido
1030,DJ Hero,Wii,NINTENDO,7.4,22,desconocido
969,Street Fighter V: Arcade Edition,PlayStation4,SONY,6.5,343,popular
1059,Brothers in Arms: Road to Hill 30,PC,PC,7.3,196,poco conocido
1168,Half-Life,PlayStation2,SONY,8.6,130,poco conocido
1171,Tenchu: Stealth Assassins,PlayStation,SONY,8.8,84,desconocido
1126,INSIDE,PC,PC,8.5,847,popular
943,DOOM,XboxOne,MICROSOFT,8.5,821,popular
1038,Metal Gear Solid 2: Substance,PlayStation2,SONY,8.8,174,poco conocido
1169,Commandos 2: Men of Courage,PC,PC,8.8,265,conocido
1078,Dragon Age: Origins,PlayStation3,SONY,8.0,680,popular
1105,Unavowed,PC,PC,7.9,88,desconocido
1035,Rayman Legends,PlayStationVita,SONY,8.4,186,poco conocido
1136,Sunless Skies,PC,PC,6.9,68,desconocido
1006,Pokemon SoulSilver Version,DS,NINTENDO,9.2,845,popular
948,Battlefield 1,XboxOne,MICROSOFT,7.6,701,popular
1007,Castlevania: Harmony of Dissonance,GameBoyAdvance,NINTENDO,8.0,56,desconocido
1021,Red Dead Redemption: Undead Nightmare Pack,Xbox360,MICROSOFT,8.5,234,conocido
975,NCAA Football 06,PlayStation2,SONY,8.5,37,desconocido
1111,Owlboy,Switch,NINTENDO,7.4,149,poco conocido
949,Sid Meier's Civilization VI,PlayStation4,SONY,6.8,140,poco conocido
1010,Super Mega Baseball 3,Switch,NINTENDO,7.8,27,desconocido
1117,Forza Horizon 3: Blizzard Mountain,XboxOne,MICROSOFT,7.6,99,desconocido
1161,NBA 2K14,Xbox360,MICROSOFT,4.9,156,poco conocido
1118,Out of the Park Baseball 4,PC,PC,6.9,7,desconocido
996,Half-Life 2: Episode One,PC,PC,8.6,2613,popular
1121,F1 2019,PC,PC,7.2,52,desconocido
940,SOCOM II: U.S. Navy SEALs,PlayStation2,SONY,8.8,109,poco conocido
959,Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,PC,7.8,201,conocido
1051,Skylanders SuperChargers,WiiU,NINTENDO,5.7,73,desconocido
1060,MechAssault,Xbox,MICROSOFT,8.0,47,desconocido
1075,Pokemon HeartGold Version,DS,NINTENDO,9.1,867,popular
998,Guacamelee! 2,Switch,NINTENDO,8.5,52,desconocido
932,Middle-earth: Shadow of Mordor,XboxOne,MICROSOFT,7.9,708,popular
994,Diablo II: Lord of Destruction,PC,PC,9.1,883,popular
999,Mass Effect 2: Lair of the Shadow Broker,Xbox360,MICROSOFT,8.5,164,poco conocido
979,Critter Crunch,PlayStation3,SONY,7.4,34,desconocido
993,Tom Clancy's Splinter Cell Chaos Theory,PlayStation2,SONY,8.5,70,desconocido
1139,SSX Tricky,GameCube,NINTENDO,8.5,22,desconocido
1098,Axiom Verge,Switch,NINTENDO,8.5,122,poco conocido
966,Burnout Paradise: The Ultimate Box,PC,PC,7.6,543,popular
1014,Batman: Arkham Knight,PlayStation4,SONY,7.9,3981,popular
938,Super Street Fighter II Turbo HD Remix,PlayStation3,SONY,7.6,62,desconocido
1046,Call of Duty: Black Ops,Xbox360,MICROSOFT,6.6,1617,popular
964,Power Stone 2,Dreamcast,SEGA,8.8,54,desconocido
1110,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Xbox360,MICROSOFT,7.4,40,desconocido
1031,TowerFall Ascension,PC,PC,6.9,155,poco conocido
1170,Spider-Man,PlayStation,SONY,8.8,232,conocido
1089,NBA 2K3,Xbox,MICROSOFT,7.9,9,desconocido
1029,Paper Mario: The Thousand-Year Door,GameCube,NINTENDO,9.1,542,popular
1009,The Legend of Zelda: Link's Awakening,Switch,NINTENDO,8.4,1135,popular
963,Metropolis Street Racer,Dreamcast,SEGA,8.8,40,desconocido
988,Heavy Rain,PlayStation3,SONY,7.8,3105,popular
1056,Monster Boy and the Cursed Kingdom,PlayStation4,SONY,8.0,72,desconocido
1002,Syphon Filter: Dark Mirror,PSP,SONY,8.8,140,poco conocido
1008,Dragon Ball FighterZ,PlayStation4,SONY,8.0,527,popular
1047,The Witness,PC,PC,6.9,551,popular
1141,Driver,PlayStation,SONY,8.0,132,poco conocido
1070,The Legend of Zelda: Spirit Tracks,DS,NINTENDO,8.0,315,popular
1001,Enter the Gungeon,Switch,NINTENDO,7.9,192,poco conocido
817,Pinball FX 2,Xbox360,MICROSOFT,8.2,52,desconocido
731,Assassin's Creed: Brotherhood,PC,PC,8.2,1609,popular
713,Shenmue II,Dreamcast,SEGA,9.2,324,popular
763,NHL 09,PlayStation3,SONY,7.8,42,desconocido
775,Warcraft III: The Frozen Throne,PC,PC,9.2,1544,popular
853,BioShock 2,PlayStation3,SONY,8.2,624,popular
897,Counter-Strike,PC,PC,9.2,7112,popular
791,Project Gotham Racing 3,Xbox360,MICROSOFT,7.9,174,poco conocido
769,The Banner Saga 3,XboxOne,MICROSOFT,7.4,26,desconocido
880,Armadillo Run,PC,PC,7.7,30,desconocido
774,Tiger Woods PGA Tour 2004,PC,PC,7.3,23,desconocido
848,F1 2002,PC,PC,7.4,39,desconocido
719,NBA Street V3,GameCube,NINTENDO,7.9,17,desconocido
902,Tony Hawk's Pro Skater 4,PC,PC,8.2,88,desconocido
797,Dishonored 2,PlayStation4,SONY,7.9,1215,popular
771,Tom Clancy's Rainbow Six Vegas,Xbox360,MICROSOFT,8.2,240,conocido
826,Return to Castle Wolfenstein,PC,PC,8.7,495,popular
754,Age of Empires II: The Conquerors Expansion,PC,PC,9.1,428,popular
728,Dishonored,Xbox360,MICROSOFT,7.9,875,popular
778,Starcraft,PC,PC,9.1,1105,popular
792,NBA 2K17,PlayStation4,SONY,6.2,301,popular
818,Final Fantasy Tactics: The War of the Lions,PSP,SONY,9.1,401,popular
837,Grand Theft Auto: Liberty City Stories,PSP,SONY,7.7,540,popular
720,Mafia,PC,PC,9.1,1561,popular
760,Meteos,DS,NINTENDO,7.4,175,poco conocido
740,Super Mario Maker,WiiU,NINTENDO,8.7,840,popular
888,Keep Talking and Nobody Explodes,PlayStation4,SONY,7.0,60,desconocido
901,Celeste,PC,PC,8.1,498,popular
842,Sly 2: Band of Thieves,PlayStation2,SONY,9.0,268,conocido
857,Fire Emblem,GameBoyAdvance,NINTENDO,9.1,212,conocido
854,ESPN NHL 2K5,Xbox,MICROSOFT,7.9,15,desconocido
732,Crash Team Racing,PlayStation,SONY,9.0,471,popular
761,Zero Escape: Virtue's Last Reward,3DS,NINTENDO,8.7,242,conocido
727,Madden NFL 06,PlayStation2,SONY,8.1,127,poco conocido
715,Excitebike 64,Nintendo64,NINTENDO,8.1,29,desconocido
890,Cave Story +,Switch,NINTENDO,7.9,164,poco conocido
889,Joe Danger: Special Edition,Xbox360,MICROSOFT,7.7,28,desconocido
762,Dishonored 2,XboxOne,MICROSOFT,7.4,274,conocido
839,Medieval II: Total War,PC,PC,9.0,842,popular
881,FIFA Soccer 13,PlayStation3,SONY,6.7,382,popular
851,Slay the Spire,PlayStation4,SONY,6.7,69,desconocido
866,Monster Hunter: World,PC,PC,6.7,678,popular
825,Call of Duty: Black Ops,PlayStation3,SONY,6.7,1252,popular
772,Super Street Fighter II Turbo HD Remix,Xbox360,MICROSOFT,7.7,52,desconocido
878,Apex Legends,XboxOne,MICROSOFT,6.8,265,conocido
874,EVE Online: Special Edition,PC,PC,7.7,404,popular
876,Call of Duty: Modern Warfare 3,PlayStation3,SONY,3.3,5293,popular
798,What Remains of Edith Finch,Switch,NINTENDO,7.8,82,desconocido
756,Star Fox 64,Nintendo64,NINTENDO,8.8,255,conocido
846,FIFA Soccer 2003,PlayStation2,SONY,6.6,38,desconocido
909,Fight Night Round 2,PlayStation2,SONY,8.8,40,desconocido
907,Ridge Racer,PSP,SONY,8.1,75,desconocido
747,The Binding of Isaac: Rebirth,PlayStation4,SONY,7.8,534,popular
739,Mario Kart 8,WiiU,NINTENDO,8.8,1917,popular
850,The Stanley Parable,PC,PC,8.0,2093,popular
816,Fire Emblem Fates: Special Edition,3DS,NINTENDO,8.1,328,popular
814,Myth II: Soulblighter,PC,PC,8.7,72,desconocido
900,Battlefield: Bad Company 2 Vietnam,Xbox360,MICROSOFT,8.0,105,poco conocido
746,Psychonauts,Xbox,MICROSOFT,8.8,78,desconocido
765,Hyper Light Drifter,Switch,NINTENDO,7.8,81,desconocido
743,Dead Space,PlayStation3,SONY,8.8,709,popular
704,Wipeout Pure,PSP,SONY,8.0,115,poco conocido
891,Crimson Skies: High Road to Revenge,Xbox,MICROSOFT,8.8,53,desconocido
847,Aggressive Inline,GameCube,NINTENDO,8.0,7,desconocido
896,Baldur's Gate II: Throne of Bhaal,PC,PC,8.8,306,popular
801,Divinity: Original Sin Enhanced Edition,PlayStation4,SONY,8.0,557,popular
724,Brothers in Arms: Road to Hill 30,Xbox,MICROSOFT,8.0,71,desconocido
718,Spelunky,PlayStationVita,SONY,8.0,104,poco conocido
738,Wolfenstein II: The New Colossus,XboxOne,MICROSOFT,6.5,428,popular
776,Tiger Woods PGA Tour 2003,Xbox,MICROSOFT,6.9,11,desconocido
786,World Soccer Winning Eleven 8 International,PC,PC,7.4,27,desconocido
764,Rise of the Tomb Raider: 20 Year Celebration,PlayStation4,SONY,8.0,1478,popular
920,Oddworld: Abe's Exoddus,PlayStation,SONY,8.8,101,poco conocido
722,Call of Duty: Modern Warfare 3,Xbox360,MICROSOFT,3.5,8597,popular
882,Ikaruga,Switch,NINTENDO,7.7,58,desconocido
863,F1 2020,PC,PC,6.5,54,desconocido
828,Ori and the Blind Forest: Definitive Edition,PC,PC,8.8,507,popular
819,NHL 11,Xbox360,MICROSOFT,7.7,72,desconocido
805,NCAA Football 2005,PlayStation2,SONY,8.8,36,desconocido
859,Sid Meier's Civilization VI,PC,PC,7.0,1285,popular
777,Tactics Ogre: The Knight of Lodis,GameBoyAdvance,NINTENDO,8.8,37,desconocido
913,Diablo II,PC,PC,8.8,1424,popular
705,The Beatles: Rock Band,PlayStation3,SONY,8.2,72,desconocido
809,Ratchet & Clank,PlayStation2,SONY,8.8,411,popular
707,Fallout 4,XboxOne,MICROSOFT,6.5,2042,popular
766,NHL 10,PlayStation3,SONY,8.1,44,desconocido
855,BioShock 2,PC,PC,8.1,1688,popular
773,Tiger Woods PGA Tour 2005,Xbox,MICROSOFT,7.4,17,desconocido
906,Pistol Whip,PlayStation4,SONY,6.8,40,desconocido
856,Counter-Strike: Source,PC,PC,8.9,10108,popular
794,The World Ends with You,DS,NINTENDO,8.7,364,popular
783,Tiger Woods PGA Tour 10,Wii,NINTENDO,7.7,65,desconocido
852,Guacamelee! Gold Edition,PC,PC,7.4,258,conocido
767,Uncharted: Drake's Fortune,PlayStation3,SONY,7.9,3327,popular
865,Owlboy,PlayStation4,SONY,6.7,110,poco conocido
899,The Talos Principle: Deluxe Edition,PlayStation4,SONY,8.1,216,conocido
725,Sekiro: Shadows Die Twice,PC,PC,7.9,1620,popular
887,MVP Baseball 2005,GameCube,NINTENDO,7.7,18,desconocido
759,NieR: Automata,PlayStation4,SONY,8.9,3751,popular
823,Halo: The Master Chief Collection - Halo 3,PC,PC,8.1,137,poco conocido
883,World of Warcraft: Legion,PC,PC,7.3,1045,popular
813,Red Faction,PlayStation2,SONY,7.9,86,desconocido
807,NCAA Football 2004,Xbox,MICROSOFT,7.9,21,desconocido
884,Pillars of Eternity II: Deadfire,PC,PC,7.8,627,popular
730,Crusader Kings II: The Old Gods,PC,PC,8.7,176,poco conocido
914,Kentucky Route Zero: TV Edition,PlayStation4,SONY,6.3,63,desconocido
736,Superbike 2001,PC,PC,6.6,26,desconocido
915,Hellblade: Senua's Sacrifice,XboxOne,MICROSOFT,7.7,479,popular
862,Diablo III,PC,PC,4.1,9774,popular
916,The Walking Dead: Episode 5 - No Time Left,PlayStation3,SONY,8.7,148,poco conocido
737,Ultimate Fighting Championship,Dreamcast,SEGA,7.4,14,desconocido
904,Ori and the Blind Forest,PC,PC,8.7,1329,popular
910,Nex Machina: Death Machine,PlayStation4,SONY,8.1,152,poco conocido
869,Oddworld: Stranger's Wrath,Xbox,MICROSOFT,8.8,72,desconocido
702,Burnout Paradise,Xbox360,MICROSOFT,7.0,312,popular
734,Pinball FX 2: Marvel Pinball - Avengers Chronicles,Xbox360,MICROSOFT,7.8,10,desconocido
803,Guacamelee! Super Turbo Championship Edition,XboxOne,MICROSOFT,7.0,195,poco conocido
844,Doom 3,Xbox,MICROSOFT,8.1,171,poco conocido
808,FIFA Soccer 2003,Xbox,MICROSOFT,7.7,11,desconocido
829,NCAA Football 07,Xbox,MICROSOFT,6.9,10,desconocido
706,XCOM 2: War of the Chosen,PC,PC,7.9,270,conocido
908,Forza Horizon 4,PC,PC,7.8,546,popular
845,NCAA Football 2005,GameCube,NINTENDO,8.1,7,desconocido
729,LIMBO,PC,PC,8.1,1800,popular
822,WarioWare: Twisted!,GameBoyAdvance,NINTENDO,8.7,42,desconocido
799,Injustice 2: Legendary Edition,PlayStation4,SONY,7.7,186,poco conocido
895,Dark Age of Camelot,PC,PC,7.8,71,desconocido
870,Rise of Nations: Thrones & Patriots,PC,PC,8.8,103,poco conocido
804,XCOM: Enemy Within,Xbox360,MICROSOFT,7.7,94,desconocido
758,Ori and the Blind Forest: Definitive Edition,XboxOne,MICROSOFT,8.1,379,popular
872,A Short Hike,Switch,NINTENDO,8.4,59,desconocido
784,DOOM Eternal,XboxOne,MICROSOFT,8.4,958,popular
735,Medal of Honor Frontline,PlayStation2,SONY,8.4,169,poco conocido
723,What Remains of Edith Finch,PlayStation4,SONY,8.3,633,popular
712,Medieval: Total War,PC,PC,8.7,218,conocido
716,R4: Ridge Racer Type 4,PlayStation,SONY,8.6,44,desconocido
788,The Secret of Monkey Island: Special Edition,Xbox360,MICROSOFT,8.4,84,desconocido
885,DOOM Eternal,PC,PC,7.7,2567,popular
703,Asgard's Wrath,PC,PC,8.2,77,desconocido
843,Devil May Cry 5,PlayStation4,SONY,8.4,1546,popular
709,Tiger Woods PGA Tour 2005,PlayStation2,SONY,8.2,20,desconocido
