,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
10879,Shenmue III,PC,2019-11-19,69,6.1,YsNet,"Action Adventure,Open-World",No Online Multiplayer,14,408
8090,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,PC,2017-08-15,74,6.1,TelltaleGames,"Adventure,Point-and-Click",No info,8,25
7786,Snake Pass,XboxOne,2017-03-29,74,6.1,SumoDigital,"Action Adventure,Puzzle,Action,General",No info,18,18
9903,Men of Valor,PC,2004-10-29,71,6.1,2015,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",1-24 ,27,34
4161,NHL 16,XboxOne,2015-09-15,80,6.1,"EASports,EACanada","Sports,Team,Ice Hockey,Sim",Up to 12 ,18,84
9899,The 3rd Birthday,PSP,2011-03-29,71,6.1,HexaDrive,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer,56,134
787,Star Wars Pinball: Balance of the Force,Xbox360,2013-10-16,88,6.1,ZenStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",1 Player,10,8
16877,Double Dragon IV,PlayStation4,2017-01-30,49,6.1,ArcSystemWorks,"Action,Beat-'Em-Up,2D",No Online Multiplayer,18,28
12404,Mafia II: Definitive Edition,XboxOne,2020-05-19,66,6.1,Hangar13,"Action Adventure,Open-World",No Online Multiplayer,11,57
6776,Stuntman: Ignition,PlayStation3,2007-09-17,76,6.1,ParadigmEntertainment,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",Up to 8 ,18,13
12545,Slender: The Arrival,PC,2013-03-26,65,6.1,BlueIsleStudios,"Adventure,3D,First-Person,Modern,Modern",No Online Multiplayer,30,267
11118,Bear With Me: Episode 1,PC,2016-08-08,68,6.1,ExordiumGames,"Adventure,Point-and-Click",No info,9,8
2752,SingStar (2008),PlayStation3,2008-05-20,82,6.1,SCEELondonStudio,"Action,Miscellaneous,Rhythm,Music,Music",1-8 ,48,16
15138,Pokemon Rumble World,3DS,2015-04-08,58,6.1,"Ambrella,ThePokemonCompany","Action,General,Beat-'Em-Up,3D",No Online Multiplayer,16,83
13729,NBA 2K Playgrounds 2,XboxOne,2018-10-16,62,6.1,SaberInteractive,"Sports,Team,Basketball,Arcade",Up to 4 ,12,18
12055,The Dark Crystal: Age of Resistance Tactics,PC,2020-02-04,67,6.1,BonusXP,"Strategy,Turn-Based,Tactics",No Online Multiplayer,13,7
17664,The Mummy: Tomb of the Dragon Emperor,PlayStation2,2008-07-22,38,6.1,EurocomEntertainmentSoftware,"Action Adventure,Fantasy",1 Player,7,7
8616,ClaDun Returns: This is Sengoku!,PlayStation4,2017-06-06,73,6.1,NipponIchiSoftware,"Role-Playing,Action RPG",Up to 4 ,12,8
14933,Disney Epic Mickey 2: The Power of Two,Xbox360,2012-11-18,59,6.1,BlitzGamesStudios,"Action,Platformer,Platformer,3D,3D",No info,35,33
14003,PixelJunk Racers,PlayStation3,2007-09-13,62,6.1,Q-Games,"Driving,Racing,Arcade,Arcade,Automobile",1-6 ,12,10
14904,Need for Speed Undercover,DS,2008-11-17,59,6.1,FirebrandGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1 Player,7,12
15071,ZHEROS,PC,2016-02-15,58,6.1,RimlightStudios,"Action,Beat-'Em-Up,3D",No Online Multiplayer,7,8
5171,The Thing,Xbox,2002-09-09,78,6.1,ComputerArtworks,"Action Adventure,Horror",1 Player,21,17
5137,For Honor,PlayStation4,2017-02-14,78,6.1,UbisoftMontreal,"Action Adventure,General",Up to 8 ,59,1051
4322,Football Manager 2015,PC,2014-11-07,80,6.1,SportsInteractive,"Sports,Traditional,Team,Soccer,Management",No info,36,167
5070,Rock Band Blitz,PlayStation3,2012-08-28,78,6.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No info,7,16
17123,Primal Carnage: Extinction,PlayStation4,2015-10-20,46,6.1,"LukewarmMedia,Circle5,Circle5Studios","Action Adventure,Sci-Fi,General,Action,Shooter,First-Person,Arcade",Up to 16 ,10,19
2949,FIFA Soccer 2002,PlayStation2,2001-11-01,82,6.1,EASports,"Sports,Traditional,Soccer,Sim",1-8 ,17,28
5469,The Sojourn,PC,2019-09-20,78,6.1,ShiftingTides,"Adventure,3D,First-Person",No Online Multiplayer,10,20
15984,Port Royale 3: Pirates and Merchants,PC,2012-05-04,54,6.1,"Kalypso,GamingMindsStudios","Strategy,Real-Time,General,General",No Online Multiplayer,17,63
8786,Hatoful Boyfriend,PlayStation4,2015-07-21,72,6.1,"Mediatonic,HatoMoa","General,Adventure,Visual Novel",No info,19,32
16681,Armikrog,PlayStation4,2016-08-23,50,6.1,PencilTestStudios,"Adventure,Point-and-Click",No info,8,16
6279,Destiny,PlayStation4,2014-09-09,76,6.1,"BungieSoftware,Bungie","Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade",Up to 16 ,95,5540
14589,Off-Road Drive,PC,2011-09-29,60,6.1,AvalonStyle,"Driving,Racing,Simulation,Rally / Offroad,Automobile",No info,10,18
7917,Wild Guns Reloaded,PlayStation4,2016-12-20,74,6.1,"Natsume,NATSUMEATARIInc.","Action,Platformer,Shooter,2D,Light Gun",No info,10,15
11044,Boom Boom Rocket,Xbox360,2007-04-11,69,6.1,BizarreCreations,"Action,Miscellaneous,Rhythm,Music,Music",1-2 ,19,26
9545,WWE Legends of WrestleMania,Xbox360,2009-03-24,71,6.1,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",4  Online,59,26
16582,Saints Row 2: Ultor Exposed,Xbox360,2009-04-23,51,6.1,VolitionInc.,"Action Adventure,Modern,Modern,Open-World",1-8 ,10,12
9049,Champions Online,PC,2009-09-01,72,6.1,CrypticStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",No info,40,254
16062,Gods: Lands of Infinity,PC,2006-06-10,54,6.1,CypronStudios,"Role-Playing,PC-style RPG,Western-Style",1 Player,8,10
13701,Samurai Warriors Chronicles 3,3DS,2015-06-30,63,6.1,OmegaForce,"Action,Beat-'Em-Up,3D",No info,13,10
6323,Pacer,PlayStation4,2020-10-22,76,6.1,R8Games,"Driving,Racing,Arcade,Futuristic",Up to 10 ,8,7
7238,FRACT OSC,PC,2014-04-22,75,6.1,PhosfiendSystems,"Miscellaneous,Puzzle,General,Puzzle,Puzzle,General",No info,25,29
6340,Forza Horizon: Rally Expansion Pack,Xbox360,2012-12-18,76,6.1,"PLAYGROUND,PlaygroundGames","Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,10,23
4386,Tiger Woods PGA Tour 12: The Masters,Xbox360,2011-03-29,80,6.1,ElectronicArts,"Sports,Traditional,Individual,Golf,Sim,Sim",Up to 4 ,50,27
1290,Her Story,PC,2015-06-24,86,6.1,SamBarlow,"Adventure,Visual Novel",No Online Multiplayer,50,433
4273,Shantae and the Seven Sirens,PC,2020-05-28,80,6.1,WayForward,"Action,Platformer,2D",No Online Multiplayer,7,26
4319,Cities: Skylines - Natural Disasters,PC,2016-11-29,80,6.1,ColossalOrder,"Strategy,Management,Government",No info,11,17
14598,Spyro Orange: The Cortex Conspiracy,GameBoyAdvance,2004-06-03,60,6.1,VicariousVisions,"Action,Platformer,2D",1-2 ,25,20
14950,Warlocks 2: God Slayers,Switch,2019-06-07,59,6.1,FrozenDistrict,"Role-Playing,Action RPG",Online Multiplayer,12,9
5021,Pinball FX3,PlayStation4,2017-09-26,78,6.1,ZenStudios,"Action,Pinball",No info,9,15
15907,Cake Mania,DS,2007-04-09,55,6.1,DigitalEmbryo,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No Online Multiplayer,23,7
6394,The Elder Scrolls Online: Morrowind,XboxOne,2017-06-06,76,6.1,BethesdaSoftworks,"Role-Playing,Massively Multiplayer",Massively Multiplayer,7,30
5451,Fury Unleashed,PlayStation4,2020-05-08,78,6.1,AwesomeGamesStudio,"Action,Platformer,2D",No Online Multiplayer,9,14
10980,Crash of the Titans,Wii,2007-10-04,69,6.1,RadicalEntertainment,"Action,General,General",No Online Multiplayer,16,35
11351,The Legend of Spyro: A New Beginning,DS,2006-10-17,68,6.1,AmazeEntertainment,"Action,Platformer,Platformer,3D,3D",1 Player,10,16
10302,AirBlade,PlayStation2,2002-01-28,70,6.1,CriterionGames,"Sports,Alternative,Futuristic",1-8 ,18,14
7862,Grow Home,PlayStation4,2015-09-01,74,6.1,UbisoftReflections,"Action Adventure,Sandbox,Open-World",No info,7,160
12789,SingStar Celebration,PlayStation4,2017-10-24,65,6.1,SonyInteractiveEntertainment,"Action,Rhythm,Music",No Online Multiplayer,13,9
16089,Create,PC,2010-11-16,54,6.1,EABrightLight,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No Online Multiplayer,7,10
12559,Children of Mana,DS,2006-11-01,65,6.1,NexEntertainment,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,34,24
2364,Madden NFL 11,PlayStation3,2010-08-10,83,6.1,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",Up to 6 ,36,69
13946,Eternal Ring,PlayStation2,2000-10-24,62,6.1,FromSoftware,"Role-Playing,First-Person",1 Player,13,12
6239,Control: The Foundation,PC,2020-03-26,77,6.1,RemedyEntertainment,"Action Adventure,General",No Online Multiplayer,20,29
13174,Serious Sam: The Random Encounter,PC,2011-10-24,64,6.1,"Croteam,Vlambeer","Action,Role-Playing,Shooter,Japanese-Style,First-Person,Sci-Fi",No info,11,39
6943,NHL 2K6,Xbox360,2005-11-16,75,6.1,2KSports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",1-4 ,37,24
11911,Battle Fantasia,PlayStation3,2009-12-22,67,6.1,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",2 ,9,9
14601,WarTech: Senko no Ronde,Xbox360,2007-05-29,60,6.1,G.Rev,"Action,Fighting,Fighting,2D,2D",2  Online,33,7
14322,Dead Island: Riptide,PC,2013-04-22,61,6.1,Techland,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,35,475
15038,Blacklight: Retribution,PlayStation4,2013-11-15,58,6.1,ZombieStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 16 ,11,193
6724,The Flame in the Flood: Complete Edition,PlayStation4,2017-01-17,76,6.1,TheMolassesFlood,"Action Adventure,General,Survival",No info,31,22
5452,Operencia: The Stolen Sun,PC,2019-03-29,78,6.1,ZenStudios,"Role-Playing,Action RPG",No Online Multiplayer,8,48
13436,Lemony Snicket's A Series of Unfortunate Events,PlayStation2,2004-11-10,63,6.1,Adrenium,"Action,Platformer,3D",1 Player,25,14
6152,Tiger Woods PGA Tour 14,Xbox360,2013-03-26,77,6.1,EATiburon,"Sports,Traditional,Individual,Golf,Sim,Sim",No info,28,27
15212,The Lord of the Rings: Aragorn's Quest,PlayStation3,2010-09-14,58,6.1,TTFusion,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,12,14
8839,Ridge Racer Unbounded,PC,2012-03-29,72,6.1,Bugbear,"Driving,Racing,Arcade,Arcade,Automobile",No Online Multiplayer,9,84
15238,Cel Damage HD,PlayStation4,2014-04-22,58,6.1,FinishLineGames,"Simulation,Driving,Racing,Vehicle,Kart,Combat",No info,11,38
6473,The Devil Inside,PC,2000-11-09,76,6.1,CryoInteractive,"Adventure,General,General",No info,9,14
11528,Othercide,XboxOne,2020-07-28,68,6.1,LightbulbCrew,"Strategy,Turn-Based,Tactics",No Online Multiplayer,8,10
8833,Regalia: Of Men and Monarchs - Royal Edition,Switch,2018-04-12,72,6.1,PixelatedMilk,"Strategy,Turn-Based,Tactics",No Online Multiplayer,8,18
10445,Mercenaries 2: World in Flames,PC,2008-09-04,70,6.1,PandemicStudios,"Action Adventure,Modern,Modern,Open-World",No info,20,77
2212,Resident Evil 3,XboxOne,2020-04-03,84,6.1,"Capcom,M-Two","Action Adventure,Survival",Up to 5 ,27,544
7015,Disney Infinity,PlayStation3,2013-08-18,75,6.1,AvalancheSoftware,"Action Adventure,Fantasy,General,Fantasy",No info,21,53
6077,Unruly Heroes,XboxOne,2019-01-23,77,6.1,MagicDesignStudios,"Action,Platformer,2D",Online Multiplayer,9,15
7731,Def Jam Rapstar,Xbox360,2010-10-05,74,6.1,"TerminalReality,4mmGames","Action,Miscellaneous,Rhythm,Music,Music",1 Player,36,9
11941,Dead to Rights,PC,2003-11-10,67,6.1,Namco,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",1 Player,11,7
14031,Malicious Fallen,PlayStation4,2017-02-21,62,6.1,Alvion,"Action,General",No info,14,15
8315,The Sims 3: Island Paradise,PC,2013-06-25,73,6.1,TheSimsStudio,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No info,9,31
9422,Tower of Guns,XboxOne,2015-04-10,71,6.1,TerriblePostureGames,"Sci-Fi,Action,Shooter,First-Person,Arcade",No info,13,19
3448,Star Wars Jedi Knight II: Jedi Outcast,Xbox,2002-11-20,81,6.1,VicariousVisions,"Action,Shooter,First-Person,Sci-Fi",1-2 ,24,16
7171,The Council - Episode 4: Burning Bridges,PlayStation4,2018-09-25,75,6.1,BigBadWolf,"Adventure,General",No Online Multiplayer,8,13
11454,MotoGP 08,Xbox360,2008-10-28,68,6.1,MilestoneS.r.l,"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",Up to 12 ,20,14
4850,The Sims 3: Pets,PC,2011-10-18,79,6.1,TheSimsStudio,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No info,18,75
16199,Fable II Pub Games,Xbox360,2008-08-13,53,6.1,LionheadStudios,"Action,Miscellaneous,General,Gambling",1 Player,26,25
13145,The Simpsons Game,Wii,2007-10-30,64,6.1,"ElectronicArts,Rebellion","Action,Platformer,Platformer,3D,3D",No Online Multiplayer,19,40
10423,Elefunk,PlayStation3,2008-07-17,70,6.1,8bitGames,"Action,Platformer,Platformer,2D,2D",2  Online,14,14
10802,Battlefield Heroes,PC,2009-06-25,69,6.1,EADICE,"Action,General,General",No info,24,108
16539,Evil Dead: Hail to the King,PlayStation,2000-12-04,51,6.1,HeavyIronStudios,"Action Adventure,Horror",1 Player,8,12
12064,V-Rally 4,XboxOne,2018-09-11,67,6.1,Kylotonn,"Racing,Arcade,Automobile",Up to 8 ,12,16
10788,Toybox Turbos,PC,2014-11-11,69,6.1,Codemasters,"Driving,Racing,Arcade,Automobile",No info,10,26
15645,Far Cry 4: Escape from Durgesh Prison,PlayStation4,2015-01-13,56,6.1,UbisoftMontreal,"Action,Shooter,First-Person,Modern,Arcade",No info,8,27
15675,Ary and the Secret of Seasons,PlayStation4,2020-09-01,56,6.1,Exiin,"Action Adventure,General",No Online Multiplayer,25,7
6460,Race the Sun,PlayStation4,2014-10-21,76,6.1,Flippfly,"Action,Racing,General,Arcade,Futuristic",No info,9,88
11580,Skylanders Swap Force,3DS,2013-10-13,68,6.1,n-Space,"Action,Platformer,Platformer,3D,3D",No info,12,19
8130,Europa Universalis: Rome,PC,2008-04-15,73,6.1,ParadoxDevelopmentStudio,"Strategy,General,General",32  Online,19,45
10815,Star Hammer: The Vanguard Prophecy,PC,2015-06-04,69,6.1,BlackLabGames,"Strategy,Turn-Based,Real-Time,Tactics",No Online Multiplayer,14,12
14236,Lost Planet 3,PC,2013-08-26,61,6.1,SparkUnlimited,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info,17,228
9607,Guitar Hero: Smash Hits,Xbox360,2009-06-16,71,6.1,Beenox,"Action,Miscellaneous,Rhythm,Music,Music",1-4 ,56,22
15641,Pokemon Shuffle,3DS,2015-02-18,56,6.1,GeniusSonorityInc.,"Puzzle,Matching",No Online Multiplayer,16,135
15638,Dance Factory,PlayStation2,2006-08-29,56,6.1,BroadswordInteractive,"Miscellaneous,Rhythm,Dancing",1-16 ,22,8
10136,Marvel's Spider-Man: Turf Wars,PlayStation4,2018-11-20,70,6.1,InsomniacGames,"Action Adventure,Open-World",No Online Multiplayer,22,104
15643,Perception,PlayStation4,2017-06-06,56,6.1,TheDeepEndGames,"Adventure,3D,First-Person",No info,24,27
15601,Q*bert: Rebooted: The XBOX One @!#?@! Edition,XboxOne,2016-02-12,56,6.1,GPCGames,"Action,Arcade",No info,7,7
4042,Valfaris,PlayStation4,2019-11-05,80,6.1,SteelMantis,"Action,Platformer,2D",No Online Multiplayer,9,24
1262,NBA 2K16,XboxOne,2015-09-25,86,6.1,VisualConcepts,"Action,General,Sports,Team,Basketball,Sim",Up to 10 ,14,123
16149,Hyperdimension Neptunia PP: Producing Perfection,PlayStationVita,2014-06-03,54,6.1,Tamsoft,"Action,Simulation,Miscellaneous,Rhythm,Virtual,Music,Music,Career",No info,20,58
17432,Iron Man,PlayStation3,2008-05-02,42,6.1,SecretLevel,"Action,General,General",No Online Multiplayer,27,48
1175,Shin Megami Tensei: Persona 3,PlayStation2,2007-08-14,86,6.1,AtlusCo.,"Role-Playing,Console-style RPG",1 Player,52,382
537,Skylanders Swap Force,WiiU,2013-10-13,89,6.1,VicariousVisions,"Action,Platformer,Platformer,3D,3D",No info,7,105
3274,Airborne Assault: Highway to the Reich,PC,2003-12-10,81,6.1,PantherGames,"Strategy,Real-Time,Wargame,Real-Time,General",1-2 ,11,8
12534,Stronghold: Crusader II,PC,2014-09-22,65,6.1,FireFlyStudios,"Historic,Strategy,Real-Time,General,Historic",Up to 8 ,30,230
4122,Call of Duty: Black Ops,Wii,2010-11-09,80,6.1,Treyarch,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,25,96
4116,NHL 14,PlayStation3,2013-09-10,80,6.1,ElectronicArts,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",Up to 12 ,22,83
15742,Azur Lane: Crosswave,PlayStation4,2020-02-13,56,6.1,Felistella,"Action,Shooter,Third-Person,Arcade",No Online Multiplayer,8,20
12066,Crossing Souls,Switch,2018-07-26,67,6.1,Fourattic,"Action Adventure,General",No Online Multiplayer,7,10
8827,Anno 2205,PC,2015-11-02,72,6.1,BlueByte,"Strategy,Management,Government",No Online Multiplayer,45,315
11505,Mass Effect 2: Arrival,PlayStation3,2011-03-29,68,6.1,BioWare,"Role-Playing,Action RPG,Action RPG",No info,11,40
6667,WWE Day of Reckoning 2,GameCube,2005-08-29,76,6.1,Yuke's,"Action,Fighting,Wrestling",1-4 ,36,266
10862,Resident Evil 6,PC,2013-03-22,69,6.1,"Capcom,QLOC","Action Adventure,Horror,Horror,Survival",Up to 4 ,18,1134
16396,Unbox: Newbie's Adventure,Switch,2017-11-21,52,6.1,ProspectGames,"Action,Platformer,3D",No info,7,11
5702,Proteus,PlayStationVita,2013-10-29,77,6.1,EdKeyandDavidKanaga,"Adventure,General,General,3D,First-Person,Fantasy",1 Player,7,49
13279,Kholat,PlayStation4,2016-03-08,64,6.1,IMGN.PRO,"Adventure,3D,First-Person",No info,22,37
13069,The Incredibles,Xbox,2004-10-31,64,6.1,HeavyIronStudios,"Action Adventure,Modern",1 Player,34,9
17547,Chronus Arc,3DS,2015-10-01,40,6.1,Kemco,"Role-Playing,Japanese-Style",No info,8,11
16208,Shadwen,PC,2016-05-17,53,6.1,"Frozenbyte,Inc.","Action Adventure,General",No Online Multiplayer,22,40
13516,Secret of Mana,PlayStation4,2018-02-15,63,6.1,"SquareEnix,QStudios","Role-Playing,Action RPG",No Online Multiplayer,59,120
13462,Lost Planet 2,PC,2010-10-15,63,6.2,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",4  Online,15,99
4300,Madden NFL 15,XboxOne,2014-08-26,80,6.2,EASports,"Sports,Traditional,Team,Football,Sim",2 ,19,138
11797,The LEGO NINJAGO Movie Video Game,PlayStation4,2017-09-22,67,6.2,TTGames,"Action Adventure,General,Linear",No Online Multiplayer,27,43
13699,The Westport Independent,PC,2016-01-21,63,6.2,DoubleZeroOneZero,"Strategy,Management,Business / Tycoon",No Online Multiplayer,15,6
15223,Desert Child,PlayStation4,2018-12-11,58,6.2,OscarBrittain,"Racing,Arcade,Futuristic",Online Multiplayer,8,6
7151,Cloudberry Kingdom,PlayStation3,2013-07-30,75,6.2,PwneeStudios,"Action,Platformer,Platformer,2D,2D",No info,18,24
16316,Dash of Destruction,Xbox360,2008-12-17,53,6.2,NinjaBee,"Driving,Racing,Arcade,Other,Other",1 Player,8,31
16741,Th3 Plan,PlayStation2,2007-04-23,50,6.2,EKOSoftware,"Action,Shooter,Third-Person,Tactical,Modern",1-3 ,12,10
16635,Spider-Man: Edge of Time,3DS,2011-10-04,50,6.2,Beenox,"Action,Adventure,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D",No Online Multiplayer,7,13
9435,RIDE 3,PlayStation4,2018-11-30,71,6.2,"MileStoneInc.,MilestoneS.r.l","Racing,Simulation,Automobile",Up to 12 ,27,58
4299,Madden NFL 15,XboxOne,2014-08-26,80,6.2,EASports,"Sports,Traditional,Team,Football,Sim",2 ,19,138
13499,Afrika,PlayStation3,2009-10-06,63,6.2,RhinoStudios,"Simulation,Adventure,General,General,Virtual,Career",No Online Multiplayer,12,36
17383,Star Wars The Clone Wars: Republic Heroes,Xbox360,2009-10-06,43,6.2,KromeStudios,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer,37,23
13390,Bounty Hounds,PSP,2006-09-13,63,6.2,Xpec,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",1-2 ,14,9
13029,Kerbal Space Program: Enhanced Edition,PlayStation4,2018-01-16,64,6.2,BlitWorks,"Simulation,Space,Combat",No Online Multiplayer,7,21
13700,Sword Art Online: Lost Song,PlayStation4,2015-11-17,63,6.2,"BandaiNamcoGames,Artdink","Role-Playing,Action RPG",Up to 16 ,32,86
8417,RIVE,PC,2016-09-13,73,6.2,TwoTribes,"Action,Platformer,2D",No Online Multiplayer,8,24
4620,Geometry Wars 3: Dimensions,PC,2014-11-25,79,6.2,LucidGames,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",No info,9,37
6636,Blood Bowl 2,PC,2015-09-22,76,6.2,Cyanide,"Sports,General,Team,Football,Arcade",No info,31,89
16310,Agatha Christie: The ABC Murders,DS,2009-11-09,53,6.2,Dreamcatcher,"Adventure,General,General,Point-and-Click",No info,11,6
9365,Puzzle Quest: Challenge of the Warlords,Wii,2007-11-30,71,6.2,ViciousCycle,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",1-2 ,17,5
4336,LEGO Star Wars: The Complete Saga,DS,2007-11-06,80,6.2,TTFusion,"Action,Miscellaneous,Action Adventure,Sci-Fi,General,Compilation",No Online Multiplayer,9,69
14397,Vampire: The Masquerade - Shadows of New York,PC,2020-09-10,61,6.2,DrawDistance,"Adventure,Visual Novel",No Online Multiplayer,8,10
17594,Wacky Races: Crash & Dash,Wii,2008-06-17,39,6.2,EidosSweden,"Driving,Racing,Arcade,Kart,Other,Kart",1-4 ,14,5
5805,The Escapists 2,XboxOne,2017-08-22,77,6.2,MouldyToofStudios,"Action,General",No info,10,10
12931,Xenoraid,PlayStation4,2016-11-08,65,6.2,"10tonsEntertainment,10tonsLtd,10tons","Action,Shooter,Shoot-'Em-Up,Vertical",No info,10,6
15383,Corvette,PlayStation2,2004-03-09,57,6.2,SteelMonkeys,"Driving,Racing,GT / Street",1-2 ,15,24
9548,Harry Potter and the Goblet of Fire,GameBoyAdvance,2005-11-08,71,6.2,MagicPockets,"Action Adventure,Fantasy",1-3 ,9,10
9575,The Escapists,PlayStation4,2015-06-02,71,6.2,MouldyToofStudios,"Action,General",No info,21,33
15272,BlowOut,PlayStation2,2003-11-10,58,6.2,TerminalReality,"Action,Shooter,Third-Person,Sci-Fi",1 Player,12,5
8848,Baldur's Gate and Baldur's Gate II: Enhanced Editions,Switch,2019-10-15,72,6.2,Beamdog,"Miscellaneous,Compilation",No Online Multiplayer,12,18
4359,NCAA March Madness 2005,Xbox,2004-11-17,80,6.2,EACanada,"Sports,Traditional,Basketball,Sim",2  Online,18,5
5493,Ace Combat: Assault Horizon,Xbox360,2011-10-11,78,6.2,ProjectAces,"Action,Simulation,Flight,Flight,Combat",Up to 16 ,71,89
11261,Yooka-Laylee,PlayStation4,2017-04-11,68,6.2,PlaytonicGames,"Action,Platformer,3D",No Online Multiplayer,53,259
13477,Lost in Harmony,Switch,2018-06-21,63,6.2,DigixartEntertainment,"Action,Rhythm,Music",No Online Multiplayer,15,6
